#label	FDA_lab_id	HHS_region	IFSAC_category	LibraryLayout	PFGE_PrimaryEnzyme_pattern	PFGE_SecondaryEnzyme_pattern	Platform	Run	asm_acc	asm_level	asm_stats_contig_n50	asm_stats_length_bp	asm_stats_n_contig	assembly_method	attribute_package	bioproject_acc	bioproject_center	biosample_acc	isolate_identifiers	collected_by	collection_date	epi_type	fullasm_id	geo_loc_name	host	host_disease	isolation_source	lat_lon	ontological_term	outbreak	sample_name	scientific_name	serovar	source_type	species_taxid	sra_center	sra_release_date	strain	sequenced_by	project_name	target_acc	target_creation_date	taxid	wgs_acc_prefix	wgs_master_acc	minsame	mindiff	computed_types	number_drugs_resistant	number_drugs_intermediate	number_drugs_susceptible	number_drugs_tested	number_amr_genes	number_core_amr_genes	AST_phenotypes	AMR_genotypes	AMR_genotypes_core	number_stress_genes	stress_genotypes	number_virulence_genes	virulence_genotypes	amrfinder_version	refgene_db_version	amrfinder_analysis_type	amrfinder_applied
PDT000001669.6|SAMN02345285|GCA_010664205.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0095|Pathogen: environmental/food/other	775813-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1121698	GCA_010664205.1	Contig	214978	4781516	54	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345285	"FDN0095"",""SRS509920"	FDA	2011-08-14	environmental/other	16809978	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0095	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-01-16	FDN0095	NULL	NULL	PDT000001669.6	2016-10-26	486999	AAOHIM	AAOHIM000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001670.7|SAMN02345286|GCA_007779325.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0096|Pathogen: environmental/food/other	775812-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1121715	GCA_007779325.1	Contig	239998	4788238	49	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345286	"FDN0096"",""SRS509924"	FDA	2011-08-15	environmental/other	12926748	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0096	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-01-16	FDN0096	NULL	NULL	PDT000001670.7	2018-11-13	486999	AAIVRX	AAIVRX000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7,mdsA,mdsB	fosA7	4	arsD=HMM,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000001671.5|SAMN02345287|GCA_007503545.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0097|Pathogen: environmental/food/other	775811-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1121601	GCA_007503545.1	Contig	420644	4805827	37	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345287	"FDN0097"",""SRS509892"	FDA	2011-08-16	environmental/other	12630458	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0097	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-01-16	FDN0097	NULL	NULL	PDT000001671.5	2018-11-13	486999	AAIDHT	AAIDHT000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7,mdsA,mdsB	fosA7	4	arsD=HMM,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000001672.5|SAMN02345288|GCA_007781945.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0098|Pathogen: environmental/food/other	775810-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1121638	GCA_007781945.1	Contig	318055	4790213	40	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345288	"FDN0098"",""SRS509896"	FDA	2011-08-17	environmental/other	12929918	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0098	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-01-16	FDN0098	NULL	NULL	PDT000001672.5	2018-11-13	486999	AAIVWN	AAIVWN000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7,mdsA,mdsB	fosA7	4	arsD=HMM,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000001673.6|SAMN02345289|GCA_010635485.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0099|Pathogen: environmental/food/other	775809-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1121731	GCA_010635485.1	Contig	243858	4786603	43	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345289	"FDN0099"",""SRS509931"	FDA	2011-08-18	environmental/other	16781318	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0099	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-01-16	FDN0099	NULL	NULL	PDT000001673.6	2016-10-26	486999	AAOFMW	AAOFMW000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001674.4|SAMN02345290|GCA_010462405.1|Salmonella enterica subsp. enterica|Kiambu|FDN0092|Pathogen: environmental/food/other	775816-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	TENX01.0052	TENA26.0003	ILLUMINA	SRR1121616	GCA_010462405.1	Contig	363268	4548379	30	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345290	"FDN0092"",""SRS509891"	FDA	2011-08-19	environmental/other	16607658	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0092	Salmonella enterica subsp. enterica	Kiambu	Food	28901	CFSAN	2014-01-16	FDN0092	NULL	NULL	PDT000001674.4	2015-02-11	59201	AANUPL	AANUPL000000000.1	NULL	NULL	"serotype=Kiambu"",""antigen_formula=4:z:1,5"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	2	cdtB,sinH	3.10.1	2021-03-01.1	COMBINED	1
PDT000001675.7|SAMN02345291|GCA_007582325.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0087|Pathogen: environmental/food/other	775821-2	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0002	ILLUMINA	SRR1121724	GCA_007582325.1	Contig	398514	4792387	38	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345291	"FDN0087"",""SRS509926"	FDA	2011-08-20	environmental/other	12711078	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0087	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-01-16	FDN0087	NULL	NULL	PDT000001675.7	2018-11-13	486999	AAIIWE	AAIIWE000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7,mdsA,mdsB	fosA7	4	arsD=HMM,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000001676.6|SAMN02345292|GCA_010734835.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0088|Pathogen: environmental/food/other	775820-2	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0002	ILLUMINA	SRR1121672	GCA_010734835.1	Contig	420455	4807091	36	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345292	"FDN0088"",""SRS509922"	FDA	2011-08-21	environmental/other	16881668	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0088	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-01-16	FDN0088	NULL	NULL	PDT000001676.6	2016-10-26	486999	AAOMQZ	AAOMQZ000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001677.5|SAMN02345293|GCA_007782025.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0089|Pathogen: environmental/food/other	775819-2	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0002	ILLUMINA	SRR1121637	GCA_007782025.1	Contig	317879	4806917	45	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345293	"FDN0089"",""SRS509895"	FDA	2011-08-22	environmental/other	12930018	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0089	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-01-16	FDN0089	NULL	NULL	PDT000001677.5	2018-11-13	486999	AAIVWQ	AAIVWQ000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7,mdsA,mdsB	fosA7	4	arsD=HMM,asr=HMM,golS,golT	0	NULL	3.6.7	2020-01-06.1	COMBINED	1
PDT000001678.6|SAMN02345294|GCA_010368165.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0090|Pathogen: environmental/food/other	775818-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1121726	GCA_010368165.1	Contig	53933	4756514	197	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345294	"FDN0090"",""SRS509923"	FDA	2011-08-23	environmental/other	16512778	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0090	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-01-16	FDN0090	NULL	NULL	PDT000001678.6	2016-10-26	486999	AANPDK	AANPDK000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	4	2	NULL	fosA7,fosA7.4,mdsA,mdsB	fosA7,fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001680.6|SAMN02345296|GCA_010633545.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0093|Pathogen: environmental/food/other	775815-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1121730	GCA_010633545.1	Contig	42670	4784745	216	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345296	"FDN0093"",""SRS509927"	FDA	2011-08-25	environmental/other	16779358	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0093	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2014-01-16	FDN0093	NULL	NULL	PDT000001680.6	2016-10-26	486999	AAOFKE	AAOFKE000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001681.3|SAMN02345297|GCA_010459985.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0094|Pathogen: environmental/food/other	775814-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1041453	GCA_010459985.1	Contig	49922	4764864	185	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345297	"FDN0094"",""SRS509867"	FDA	2011-08-26	environmental/other	16605208	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0094	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2013-12-02	FDN0094	NULL	NULL	PDT000001681.3	2015-02-11	486999	AANUQQ	AANUQQ000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001690.3|SAMN02345372|GCA_011443375.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0077|Pathogen: environmental/food/other	714808	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1041525	GCA_011443375.1	Contig	191975	4814093	73	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345372	"FDN0077"",""SRS509938"	FDA	2011-11-09	environmental/other	17783948	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0077	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2013-12-02	FDN0077	NULL	NULL	PDT000001690.3	2015-02-11	486999	AAQAKB	AAQAKB000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001691.3|SAMN02345373|GCA_010703295.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0078|Pathogen: environmental/food/other	714806	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0010	NULL	ILLUMINA	SRR1041463	GCA_010703295.1	Contig	31377	4748624	287	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345373	"FDN0078"",""SRS509878"	FDA	2011-11-10	environmental/other	16849688	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0078	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2013-12-02	FDN0078	NULL	NULL	PDT000001691.3	2015-02-11	486999	AAOJRL	AAOJRL000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001692.3|SAMN02345374|GCA_010390555.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0081|Pathogen: environmental/food/other	775830-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0002	ILLUMINA	SRR1041474	GCA_010390555.1	Contig	27981	4744671	345	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345374	"FDN0081"",""SRS509888"	FDA	2011-11-11	environmental/other	16535258	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0081	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2013-12-02	FDN0081	NULL	NULL	PDT000001692.3	2015-02-11	486999	AANQKF	AANQKF000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	3	asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001731.3|SAMN02345375|GCA_010663845.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0100|Pathogen: environmental/food/other	775808-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1043950	GCA_010663845.1	Contig	265620	4792923	38	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345375	"FDN0100"",""SRS511692"	FDA	2011-11-12	environmental/other	16809618	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0100	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2013-12-05	FDN0100	NULL	NULL	PDT000001731.3	2015-02-11	486999	AAOHHW	AAOHHW000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001733.3|SAMN02345437|GCA_010535465.1|Salmonella enterica subsp. enterica serovar Bredeney|Bredeney|FDN0064|Pathogen: environmental/food/other	774862-3	NULL	nuts| seeded vegetables (legumes)	PAIRED	JBXX01.0013	JBXA26.0008	ILLUMINA	SRR1043943	GCA_010535465.1	Contig	330509	4641314	34	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345437	"FDN0064"",""SRS511685"	FDA	2012-01-13	environmental/other	16681098	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	1208MLJBX-1	FDN0064	Salmonella enterica subsp. enterica serovar Bredeney	Bredeney	Food	28901	CFSAN	2013-12-05	FDN0064	NULL	NULL	PDT000001733.3	2015-02-11	134047	AAOABT	AAOABT000000000.1	NULL	NULL	"serotype=Bredeney"",""antigen_formula=4:l,v:1,7"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT=PARTIAL	2	cdtB,sinH	3.10.1	2021-03-01.1	COMBINED	1
PDT000001734.3|SAMN02345438|GCA_010632445.1|Salmonella enterica subsp. enterica serovar Bredeney|Bredeney|FDN0072|Pathogen: environmental/food/other	774864 1-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JBXX01.0013	JBXA26.0008	ILLUMINA	SRR1043940	GCA_010632445.1	Contig	368390	4638793	35	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345438	"FDN0072"",""SRS511682"	FDA	2012-01-14	environmental/other	16778258	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	1208MLJBX-1	FDN0072	Salmonella enterica subsp. enterica serovar Bredeney	Bredeney	Food	28901	CFSAN	2013-12-05	FDN0072	NULL	NULL	PDT000001734.3	2015-02-11	134047	AAOFHZ	AAOFHZ000000000.1	NULL	NULL	"serotype=Bredeney"",""antigen_formula=4:l,v:1,7"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT=PARTIAL	2	cdtB,sinH	3.10.1	2021-03-01.1	COMBINED	1
PDT000001735.3|SAMN02345439|GCA_010532715.1|Salmonella enterica subsp. enterica serovar Cerro|Cerro|FDN0063|Pathogen: environmental/food/other	774864 3-26	NULL	nuts| seeded vegetables (legumes)	PAIRED	JCGX01.0001	JCGA26.0001	ILLUMINA	SRR1043948	GCA_010532715.1	Contig	164757	4535503	56	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345439	"FDN0063"",""SRS511690"	FDA	2012-01-15	environmental/other	16678338	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0063	Salmonella enterica subsp. enterica serovar Cerro	Cerro	Food	28901	CFSAN	2013-12-05	FDN0063	NULL	NULL	PDT000001735.3	2015-02-11	340188	AANZWU	AANZWU000000000.1	NULL	NULL	"serotype=Cerro"",""antigen_formula=18:z4,z23:-"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000001736.2|SAMN02345444|GCA_006839145.1|Salmonella enterica||FDN0061|Pathogen: environmental/food/other	774873 2-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JBXX01.0013	JBXA26.0002	ILLUMINA	SRR1043947	GCA_006839145.1	Contig	330208	4639851	32	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345444	"FDN0061"",""SRS511689"	FDA	2012-01-20	environmental/other	11903008	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	1208MLJBX-1	FDN0061	Salmonella enterica	NULL	Food	28901	CFSAN	2013-12-05	FDN0061	NULL	NULL	PDT000001736.2	2013-12-05	28901	AAGKEU	AAGKEU000000000.1	NULL	NULL	"serotype=Bredeney"",""antigen_formula=4:l,v:1,7"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT=PARTIAL	2	cdtB,sinH	3.10.1	2021-03-01.1	COMBINED	1
PDT000001737.3|SAMN02345448|GCA_010702955.1|Salmonella enterica subsp. enterica serovar Bredeney|Bredeney|FDN0060|Pathogen: environmental/food/other	774876 1-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JBXX01.0013	JBXA26.0008	ILLUMINA	SRR1043939	GCA_010702955.1	Contig	250489	4639713	37	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345448	"FDN0060"",""SRS511681"	FDA	2012-01-24	environmental/other	16849308	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	1208MLJBX-1	FDN0060	Salmonella enterica subsp. enterica serovar Bredeney	Bredeney	Food	28901	CFSAN	2013-12-05	FDN0060	NULL	NULL	PDT000001737.3	2015-02-11	134047	AAOJRA	AAOJRA000000000.1	NULL	NULL	"serotype=Bredeney"",""antigen_formula=4:l,v:1,7"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	3	asr=HMM,golS,golT=PARTIAL	2	cdtB,sinH	3.10.1	2021-03-01.1	COMBINED	1
PDT000001738.3|SAMN02345451|GCA_010535355.1|Salmonella enterica subsp. enterica serovar Meleagridis|Meleagridis|FDN0062|Pathogen: environmental/food/other	774873 1-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	JHXX01.0001	JHXA26.0001	ILLUMINA	SRR1043942	GCA_010535355.1	Contig	309948	4785620	43	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345451	"FDN0062"",""SRS511684"	FDA	2012-01-27	environmental/other	16680968	USA:NM	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FDN0062	Salmonella enterica subsp. enterica serovar Meleagridis	Meleagridis	Food	28901	CFSAN	2013-12-05	FDN0062	NULL	NULL	PDT000001738.3	2015-02-11	486999	AAOABQ	AAOABQ000000000.1	NULL	NULL	"serotype=Meleagridis"",""antigen_formula=3,10:e,h:l,w"	0	0	0	0	3	1	NULL	fosA7.4,mdsA,mdsB	fosA7.4	4	arsD=HMM,asr=HMM,golS,golT	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000003557.3|SAMN02345589|GCA_011084375.1|Salmonella enterica subsp. enterica serovar Senftenberg|Senftenberg|FAR0051|Pathogen: environmental/food/other	717511	NULL	nuts| seeded vegetables (legumes)	PAIRED	JMPX01.0340	NULL	ILLUMINA	SRR1175794	GCA_011084375.1	Contig	270398	4927312	43	SKESA v. 2.2	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345589	"FAR0051"",""SRS561282"	FDA	2012-06-13	environmental/other	17391048	USA:PA	NULL	NULL	peanut butter	NULL	peanut butter:FOODON_03306867	NULL	FAR0051	Salmonella enterica subsp. enterica serovar Senftenberg	Senftenberg	Food	28901	CFSAN	2014-02-26	FAR0051	NULL	NULL	PDT000003557.3	2015-02-11	28150	AAPFTA	AAPFTA000000000.1	NULL	NULL	"serotype=Senftenberg"",""antigen_formula=1,3,19:g,s,t:-"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	20	arsC=HMM,arsD=HMM,asr=HMM,golS,golT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	1	sinH=HMM	3.6.7	2020-01-22.1	COMBINED	1
PDT000003570.3|SAMN02345100||Salmonella enterica subsp. enterica serovar Mbandaka|Mbandaka|FAR0056|Pathogen: environmental/food/other	735629 1-1	NULL	nuts| seeded vegetables (legumes)	PAIRED	TDRX01.0366	NULL	ILLUMINA	SRR1175817	NULL	NULL	235125	4730325	40	NULL	Pathogen: environmental/food/other	PRJNA186035	Center for Food Safety and Applied Nutrition	SAMN02345100	"FAR0056"",""SRS561304"	FDA	2011-02-10	environmental/other	NULL	Mexico	NULL	NULL	shelled peanut	NULL	peanut (whole):FOODON_00003206	NULL	FAR0056	Salmonella enterica subsp. enterica serovar Mbandaka	Mbandaka	Food	28901	CFSAN	2014-02-26	FAR0056	NULL	NULL	PDT000003570.3	2015-02-11	192954	NULL	NULL	NULL	NULL	"serotype=Mbandaka"",""antigen_formula=7:z10:e,n,z15"	0	0	0	0	2	0	NULL	mdsA,mdsB	NULL	17	golS,golT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	0	NULL	3.6.7	2020-01-22.1	NUCLEOTIDE	1
